"","ASSAULT","BATTERY","HOMICIDE","ROBBERY"
"2016-08-13",63,146,3,43
"2016-08-14",62,191,6,45
"2016-08-15",59,145,2,30
"2016-08-16",63,127,5,37
"2016-08-17",58,150,0,44
"2016-08-18",49,139,2,29
"2016-08-19",57,135,2,32
"2016-08-20",56,187,2,40
"2016-08-21",62,187,4,32
"2016-08-22",49,116,1,48
"2016-08-23",61,131,8,44
"2016-08-24",43,133,3,48
"2016-08-25",53,121,0,40
"2016-08-26",54,128,4,43
"2016-08-27",58,180,5,44
"2016-08-28",62,193,4,43
"2016-08-29",77,161,3,63
"2016-08-30",56,117,2,37
"2016-08-31",56,129,4,35
"2016-09-01",63,142,1,43
"2016-09-02",46,142,1,39
"2016-09-03",47,148,0,42
"2016-09-04",62,158,4,31
"2016-09-05",55,184,9,41
"2016-09-06",56,122,2,24
"2016-09-07",66,141,1,22
"2016-09-08",47,138,1,37
"2016-09-09",65,142,0,41
"2016-09-10",61,139,4,39
"2016-09-11",49,156,4,32
"2016-09-12",67,132,1,32
"2016-09-13",65,139,0,38
"2016-09-14",62,128,2,34
"2016-09-15",68,139,2,39
"2016-09-16",58,132,1,35
"2016-09-17",71,167,0,29
"2016-09-18",48,196,5,31
"2016-09-19",45,133,1,26
"2016-09-20",55,132,1,39
"2016-09-21",48,140,4,26
"2016-09-22",67,141,3,43
"2016-09-23",48,157,5,29
"2016-09-24",62,185,4,45
"2016-09-25",68,179,2,34
"2016-09-26",41,129,2,36
"2016-09-27",54,130,3,28
"2016-09-28",50,100,0,31
"2016-09-29",52,114,1,21
"2016-09-30",48,132,1,41
"2016-10-01",32,151,2,28
"2016-10-02",50,171,2,39
"2016-10-03",52,126,2,45
"2016-10-04",58,114,3,38
"2016-10-05",54,134,2,32
"2016-10-06",52,121,0,42
"2016-10-07",56,147,2,36
"2016-10-08",44,153,1,41
"2016-10-09",55,143,4,27
"2016-10-10",43,128,1,36
"2016-10-11",59,103,2,36
"2016-10-12",56,106,2,29
"2016-10-13",57,120,3,34
"2016-10-14",75,119,5,29
"2016-10-15",57,170,3,45
"2016-10-16",47,203,1,49
"2016-10-17",57,155,3,37
"2016-10-18",66,153,3,36
"2016-10-19",55,129,2,41
"2016-10-20",54,130,0,43
"2016-10-21",67,115,0,32
"2016-10-22",40,150,2,38
"2016-10-23",50,172,6,42
"2016-10-24",50,133,3,38
"2016-10-25",60,105,2,35
"2016-10-26",59,106,2,43
"2016-10-27",49,116,3,29
"2016-10-28",48,133,4,29
"2016-10-29",47,191,7,35
"2016-10-30",59,198,7,31
"2016-10-31",59,145,4,54
"2016-11-01",58,145,4,51
"2016-11-02",51,145,5,42
"2016-11-03",75,182,5,45
"2016-11-04",44,141,3,40
"2016-11-05",53,178,4,36
"2016-11-06",56,166,4,37
"2016-11-07",40,127,3,43
"2016-11-08",48,123,2,33
"2016-11-09",46,114,1,36
"2016-11-10",44,114,1,33
"2016-11-11",39,118,0,45
"2016-11-12",48,155,3,41
"2016-11-13",37,129,3,36
"2016-11-14",50,116,4,34
"2016-11-15",53,107,2,35
"2016-11-16",55,134,3,45
"2016-11-17",62,120,4,38
"2016-11-18",56,113,1,47
"2016-11-19",41,128,3,40
"2016-11-20",42,133,5,31
"2016-11-21",46,86,2,40
"2016-11-22",43,100,1,32
"2016-11-23",46,89,2,47
"2016-11-24",43,129,0,28
"2016-11-25",36,115,3,33
"2016-11-26",33,128,2,43
"2016-11-27",33,155,3,45
"2016-11-28",51,91,3,37
"2016-11-29",50,104,2,36
"2016-11-30",44,137,2,34
"2016-12-01",32,114,2,37
"2016-12-02",40,143,3,41
"2016-12-03",43,123,1,47
"2016-12-04",37,135,5,35
"2016-12-05",48,106,2,23
"2016-12-06",52,101,2,48
"2016-12-07",44,114,1,27
"2016-12-08",50,80,1,28
"2016-12-09",37,108,3,36
"2016-12-10",38,104,0,31
"2016-12-11",35,111,1,28
"2016-12-12",40,83,3,34
"2016-12-13",31,92,0,26
"2016-12-14",42,89,0,30
"2016-12-15",37,83,1,29
"2016-12-16",39,113,6,32
"2016-12-17",34,110,4,35
"2016-12-18",40,137,1,29
"2016-12-19",48,106,1,36
"2016-12-20",37,102,0,32
"2016-12-21",56,102,0,47
"2016-12-22",44,114,1,41
"2016-12-23",33,127,2,33
"2016-12-24",36,115,3,35
"2016-12-25",44,118,7,25
"2016-12-26",39,143,1,29
"2016-12-27",49,109,2,44
"2016-12-28",45,94,1,52
"2016-12-29",37,107,1,29
"2016-12-30",38,113,2,47
"2016-12-31",37,149,2,43
"2017-01-01",46,207,2,42
"2017-01-02",38,105,1,33
"2017-01-03",55,114,2,36
"2017-01-04",34,95,2,29
"2017-01-05",42,83,1,29
"2017-01-06",44,81,1,31
"2017-01-07",42,120,1,36
"2017-01-08",45,115,0,35
"2017-01-09",38,91,2,27
"2017-01-10",47,105,0,35
"2017-01-11",38,119,3,34
"2017-01-12",42,94,1,33
"2017-01-13",45,115,3,47
"2017-01-14",48,118,3,32
"2017-01-15",34,127,2,43
"2017-01-16",46,119,3,32
"2017-01-17",52,89,2,30
"2017-01-18",47,98,4,28
"2017-01-19",47,105,3,36
"2017-01-20",49,122,2,42
"2017-01-21",51,139,3,42
"2017-01-22",45,143,2,35
"2017-01-23",54,128,4,33
"2017-01-24",45,113,1,27
"2017-01-25",52,118,0,30
"2017-01-26",53,102,0,34
"2017-01-27",40,121,2,33
"2017-01-28",44,128,1,34
"2017-01-29",24,118,1,32
"2017-01-30",35,137,2,32
"2017-01-31",52,99,1,53
"2017-02-01",55,120,1,39
"2017-02-02",41,103,0,33
"2017-02-03",36,96,2,26
"2017-02-04",43,112,1,27
"2017-02-05",27,162,1,37
"2017-02-06",50,132,2,29
"2017-02-07",47,119,0,26
"2017-02-08",48,112,1,37
"2017-02-09",45,92,2,25
"2017-02-10",49,133,0,29
"2017-02-11",42,106,4,43
"2017-02-12",52,154,2,37
"2017-02-13",61,99,0,29
"2017-02-14",59,132,6,24
"2017-02-15",49,117,7,31
"2017-02-16",39,109,2,26
"2017-02-17",56,122,1,30
"2017-02-18",46,151,3,20
"2017-02-19",35,158,0,26
"2017-02-20",52,132,2,22
"2017-02-21",54,118,2,25
"2017-02-22",54,139,7,28
"2017-02-23",46,107,0,24
"2017-02-24",53,115,0,19
"2017-02-25",39,111,2,24
"2017-02-26",26,133,2,24
"2017-02-27",48,119,0,31
"2017-02-28",43,111,0,16
"2017-03-01",43,107,0,23
"2017-03-02",45,107,0,17
"2017-03-03",45,113,1,24
"2017-03-04",40,123,1,28
"2017-03-05",32,138,0,32
"2017-03-06",49,129,3,18
"2017-03-07",48,137,3,17
"2017-03-08",54,127,0,17
"2017-03-09",41,123,0,22
"2017-03-10",45,106,3,25
"2017-03-11",32,157,3,21
"2017-03-12",33,118,3,29
"2017-03-13",44,107,3,17
"2017-03-14",39,88,0,14
"2017-03-15",44,110,0,15
"2017-03-16",51,112,2,23
"2017-03-17",59,111,2,32
"2017-03-18",37,145,1,32
"2017-03-19",50,141,0,33
"2017-03-20",50,133,1,32
"2017-03-21",45,127,0,29
"2017-03-22",60,121,1,31
"2017-03-23",47,130,0,31
"2017-03-24",66,145,1,33
"2017-03-25",46,145,1,27
"2017-03-26",60,150,1,26
"2017-03-27",59,134,0,39
"2017-03-28",58,122,0,28
"2017-03-29",52,116,0,24
"2017-03-30",56,108,8,27
"2017-03-31",56,129,4,17
"2017-04-01",41,135,1,29
"2017-04-02",49,156,5,35
"2017-04-03",55,115,2,35
"2017-04-04",62,133,1,25
"2017-04-05",37,127,1,24
"2017-04-06",60,112,1,20
"2017-04-07",45,108,3,28
"2017-04-08",39,151,1,18
"2017-04-09",70,172,5,23
"2017-04-10",56,112,3,28
"2017-04-11",53,107,1,24
"2017-04-12",52,127,1,29
"2017-04-13",49,108,0,24
"2017-04-14",59,135,0,37
"2017-04-15",52,191,0,36
"2017-04-16",43,187,1,32
"2017-04-17",68,140,2,28
"2017-04-18",63,137,3,29
"2017-04-19",54,126,1,37
"2017-04-20",61,113,0,29
"2017-04-21",53,133,2,28
"2017-04-22",58,150,1,25
"2017-04-23",61,149,4,44
"2017-04-24",58,151,3,26
"2017-04-25",62,126,1,26
"2017-04-26",73,160,0,25
"2017-04-27",48,143,1,21
"2017-04-28",61,166,4,29
"2017-04-29",40,110,1,24
"2017-04-30",56,121,0,33
"2017-05-01",51,134,1,30
"2017-05-02",62,119,0,23
"2017-05-03",54,142,0,34
"2017-05-04",59,141,0,35
"2017-05-05",65,143,1,26
"2017-05-06",48,153,0,33
"2017-05-07",37,161,5,32
"2017-05-08",41,120,1,34
"2017-05-09",63,123,2,28
"2017-05-10",55,105,3,22
"2017-05-11",61,140,1,24
"2017-05-12",73,141,3,22
"2017-05-13",60,137,1,21
"2017-05-14",55,174,5,29
"2017-05-15",55,179,1,33
"2017-05-16",62,159,1,29
"2017-05-17",88,178,5,28
"2017-05-18",67,159,2,32
"2017-05-19",65,126,0,29
"2017-05-20",54,107,2,27
"2017-05-21",67,212,2,29
"2017-05-22",72,141,3,37
"2017-05-23",57,142,2,32
"2017-05-24",64,114,1,29
"2017-05-25",65,146,3,30
"2017-05-26",51,133,0,32
"2017-05-27",54,174,2,27
"2017-05-28",50,183,1,28
"2017-05-29",61,182,4,32
"2017-05-30",68,160,4,29
"2017-05-31",69,135,1,27
"2017-06-01",72,128,3,31
"2017-06-02",71,160,2,29
"2017-06-03",45,191,3,41
"2017-06-04",67,198,3,43
"2017-06-05",80,129,3,29
"2017-06-06",77,155,2,30
"2017-06-07",69,147,3,26
"2017-06-08",61,133,3,32
"2017-06-09",63,146,2,44
"2017-06-10",62,177,0,30
"2017-06-11",67,207,6,27
"2017-06-12",57,152,6,30
"2017-06-13",65,142,4,39
"2017-06-14",71,131,1,24
"2017-06-15",68,140,2,31
"2017-06-16",63,166,3,34
"2017-06-17",40,196,1,27
"2017-06-18",48,214,8,34
"2017-06-19",53,147,2,25
"2017-06-20",68,145,2,38
"2017-06-21",54,121,4,39
"2017-06-22",54,137,2,35
"2017-06-23",52,131,1,27
"2017-06-24",62,180,2,35
"2017-06-25",77,196,1,30
"2017-06-26",55,142,4,38
"2017-06-27",54,149,5,42
"2017-06-28",63,104,4,37
"2017-06-29",60,146,1,16
"2017-06-30",59,141,4,39
"2017-07-01",67,160,1,29
"2017-07-02",62,165,3,43
"2017-07-03",63,145,0,34
"2017-07-04",55,184,1,26
"2017-07-05",73,164,8,35
"2017-07-06",69,131,3,38
"2017-07-07",70,140,0,24
"2017-07-08",56,159,1,21
"2017-07-09",72,196,2,50
"2017-07-10",64,110,2,29
"2017-07-11",58,131,2,27
"2017-07-12",48,113,2,28
"2017-07-13",49,155,3,34
"2017-07-14",63,149,8,22
"2017-07-15",51,185,4,39
"2017-07-16",64,183,3,37
"2017-07-17",54,133,3,35
"2017-07-18",51,146,3,27
"2017-07-19",54,134,0,27
"2017-07-20",58,124,2,44
"2017-07-21",44,141,1,25
"2017-07-22",54,164,2,29
"2017-07-23",65,203,4,36
"2017-07-24",60,127,3,43
"2017-07-25",52,128,2,33
"2017-07-26",57,133,1,27
"2017-07-27",64,138,4,43
"2017-07-28",53,138,5,30
"2017-07-29",52,191,0,27
"2017-07-30",65,199,1,35
"2017-07-31",54,133,2,27
"2017-08-01",66,136,1,46
"2017-08-02",58,139,0,28
"2017-08-03",59,153,1,31
"2017-08-04",52,131,0,39
"2017-08-05",61,144,2,41
"2017-08-06",69,196,3,40
"2017-08-07",48,133,1,44
"2017-08-08",61,115,1,35
"2017-08-09",58,138,3,30
"2017-08-10",61,134,2,29
"2017-08-11",48,131,0,27
"2017-08-12",46,175,2,36
"2017-08-13",46,170,8,27
"2017-08-14",62,139,4,30
"2017-08-15",49,126,2,40
"2017-08-16",67,132,3,39
"2017-08-17",57,123,0,49
"2017-08-18",61,157,2,41
"2017-08-19",68,190,2,44
"2017-08-20",42,189,7,33
"2017-08-21",63,146,0,45
"2017-08-22",54,143,1,55
"2017-08-23",54,116,1,37
"2017-08-24",43,126,1,41
"2017-08-25",42,132,0,35
"2017-08-26",45,173,3,40
"2017-08-27",60,165,4,39
"2017-08-28",50,107,1,37
"2017-08-29",60,113,0,43
"2017-08-30",61,127,0,38
"2017-08-31",69,125,3,35
"2017-09-01",51,135,0,51
"2017-09-02",54,140,2,46
"2017-09-03",73,152,2,29
"2017-09-04",55,167,3,30
"2017-09-05",53,137,0,38
"2017-09-06",51,103,4,28
"2017-09-07",58,119,1,43
"2017-09-08",55,127,1,28
"2017-09-09",59,142,4,36
"2017-09-10",62,171,1,37
"2017-09-11",43,118,0,41
"2017-09-12",42,136,3,23
"2017-09-13",60,114,2,19
"2017-09-14",58,143,1,27
"2017-09-15",69,147,5,28
"2017-09-16",69,163,2,32
"2017-09-17",67,191,4,25
"2017-09-18",67,144,2,32
"2017-09-19",46,144,1,28
"2017-09-20",76,154,0,34
"2017-09-21",71,143,2,45
"2017-09-22",69,150,2,29
"2017-09-23",57,201,1,35
"2017-09-24",40,216,2,34
"2017-09-25",84,138,3,38
"2017-09-26",62,136,3,29
"2017-09-27",50,151,1,42
"2017-09-28",65,130,2,30
"2017-09-29",63,135,7,30
"2017-09-30",57,151,0,35
"2017-10-01",50,184,2,45
"2017-10-02",72,123,2,34
"2017-10-03",51,124,2,29
"2017-10-04",63,118,2,27
"2017-10-05",54,139,1,39
"2017-10-06",50,135,4,30
"2017-10-07",45,137,3,33
"2017-10-08",56,178,1,28
"2017-10-09",57,145,5,43
"2017-10-10",57,111,1,23
"2017-10-11",42,98,2,30
"2017-10-12",56,133,2,27
"2017-10-13",46,148,3,31
"2017-10-14",51,124,2,38
"2017-10-15",50,127,4,37
"2017-10-16",57,124,0,28
"2017-10-17",51,134,1,27
"2017-10-18",57,134,2,37
"2017-10-19",67,137,3,30
"2017-10-20",59,153,0,36
"2017-10-21",53,174,2,50
"2017-10-22",55,154,2,45
"2017-10-23",41,115,2,43
"2017-10-24",41,109,2,39
"2017-10-25",55,119,1,31
"2017-10-26",50,127,3,40
"2017-10-27",52,123,3,48
"2017-10-28",38,137,1,48
"2017-10-29",47,149,0,28
"2017-10-30",48,121,0,50
"2017-10-31",57,137,2,45
"2017-11-01",59,125,3,34
"2017-11-02",54,135,2,29
"2017-11-03",45,122,0,43
"2017-11-04",48,142,2,51
"2017-11-05",63,157,4,45
"2017-11-06",52,115,0,44
"2017-11-07",48,114,1,26
"2017-11-08",57,141,2,52
"2017-11-09",54,111,0,28
"2017-11-10",45,107,0,36
"2017-11-11",47,129,0,46
"2017-11-12",35,153,2,47
"2017-11-13",45,130,3,40
"2017-11-14",43,113,1,37
"2017-11-15",50,125,1,24
"2017-11-16",47,92,3,32
"2017-11-17",49,101,0,42
"2017-11-18",38,125,0,30
"2017-11-19",56,150,2,42
"2017-11-20",56,116,1,41
"2017-11-21",43,114,1,36
"2017-11-22",33,99,2,41
"2017-11-23",46,131,1,18
"2017-11-24",42,116,4,25
"2017-11-25",56,137,1,49
"2017-11-26",40,130,2,47
"2017-11-27",51,130,1,33
"2017-11-28",53,123,1,38
"2017-11-29",62,117,0,29
"2017-11-30",37,124,1,43
"2017-12-01",53,139,2,45
"2017-12-02",45,135,1,40
"2017-12-03",56,147,1,30
"2017-12-04",52,150,0,34
"2017-12-05",41,115,0,25
"2017-12-06",65,111,1,38
"2017-12-07",41,110,1,29
"2017-12-08",46,136,1,37
"2017-12-09",30,131,1,40
"2017-12-10",35,123,3,37
"2017-12-11",42,119,2,34
"2017-12-12",57,106,2,21
"2017-12-13",44,118,3,26
"2017-12-14",45,123,2,30
"2017-12-15",46,126,0,49
"2017-12-16",55,126,3,44
"2017-12-17",31,145,4,38
"2017-12-18",51,108,2,40
"2017-12-19",62,105,0,35
"2017-12-20",49,111,0,46
"2017-12-21",45,116,2,35
"2017-12-22",43,112,0,43
"2017-12-23",47,142,3,36
"2017-12-24",39,101,1,37
"2017-12-25",43,111,1,20
"2017-12-26",33,91,0,24
"2017-12-27",32,82,1,28
"2017-12-28",37,81,1,35
"2017-12-29",38,91,1,31
"2017-12-30",38,121,0,33
"2017-12-31",33,129,0,32
"2018-01-01",38,162,4,30
"2018-01-02",28,89,0,28
"2018-01-03",39,81,1,37
"2018-01-04",42,102,0,32
"2018-01-05",53,107,1,34
"2018-01-06",48,132,3,24
"2018-01-07",39,120,2,41
"2018-01-08",40,98,0,37
"2018-01-09",46,98,4,32
"2018-01-10",49,112,2,32
"2018-01-11",64,101,3,25
"2018-01-12",46,111,1,42
"2018-01-13",45,121,0,30
"2018-01-14",33,137,1,32
"2018-01-15",35,84,0,21
"2018-01-16",48,111,0,24
"2018-01-17",43,118,0,19
"2018-01-18",45,91,2,22
"2018-01-19",35,111,0,25
"2018-01-20",52,134,2,34
"2018-01-21",59,142,3,36
"2018-01-22",52,103,3,29
"2018-01-23",57,113,1,34
"2018-01-24",45,107,2,20
"2018-01-25",52,126,0,26
"2018-01-26",55,140,1,27
"2018-01-27",43,146,2,26
"2018-01-28",50,157,0,27
"2018-01-29",45,105,0,24
"2018-01-30",42,113,1,20
"2018-01-31",48,118,4,28
"2018-02-01",65,86,0,18
"2018-02-02",48,98,2,31
"2018-02-03",32,119,4,28
"2018-02-04",45,119,1,18
"2018-02-05",38,102,1,26
"2018-02-06",36,114,3,17
"2018-02-07",35,86,2,23
"2018-02-08",39,93,1,19
"2018-02-09",40,100,1,13
"2018-02-10",38,107,2,28
"2018-02-11",42,127,2,23
"2018-02-12",48,96,2,17
"2018-02-13",51,115,2,32
"2018-02-14",55,136,0,25
"2018-02-15",71,129,0,29
"2018-02-16",63,113,2,29
"2018-02-17",40,123,1,28
"2018-02-18",47,138,2,17
"2018-02-19",55,107,4,23
"2018-02-20",58,112,1,17
"2018-02-21",57,112,0,22
"2018-02-22",64,118,3,27
"2018-02-23",57,104,0,22
"2018-02-24",37,162,3,26
"2018-02-25",43,149,2,29
"2018-02-26",47,125,1,14
"2018-02-27",54,107,0,15
"2018-02-28",50,103,1,19
"2018-03-01",79,129,1,27
"2018-03-02",53,115,1,27
"2018-03-03",45,155,2,20
"2018-03-04",49,135,1,26
"2018-03-05",52,125,1,21
"2018-03-06",62,114,1,18
"2018-03-07",59,98,1,24
"2018-03-08",48,119,2,13
"2018-03-09",42,118,0,25
"2018-03-10",53,151,3,32
"2018-03-11",54,143,2,24
"2018-03-12",51,117,0,33
"2018-03-13",56,120,1,14
"2018-03-14",51,136,0,20
"2018-03-15",62,129,0,30
"2018-03-16",74,118,2,19
"2018-03-17",49,184,4,23
"2018-03-18",45,159,2,22
"2018-03-19",36,126,0,39
"2018-03-20",55,117,1,26
"2018-03-21",54,131,2,19
"2018-03-22",45,95,1,25
"2018-03-23",59,133,3,24
"2018-03-24",44,134,0,21
"2018-03-25",45,163,1,22
"2018-03-26",33,119,0,23
"2018-03-27",53,122,0,30
"2018-03-28",40,125,0,26
"2018-03-29",62,92,2,17
"2018-03-30",51,108,0,27
"2018-03-31",59,127,0,21
"2018-04-01",51,130,3,25
"2018-04-02",48,116,0,16
"2018-04-03",42,89,1,13
"2018-04-04",51,124,1,31
"2018-04-05",55,117,1,21
"2018-04-06",51,147,2,19
"2018-04-07",43,165,2,22
"2018-04-08",45,128,1,28
"2018-04-09",55,106,0,18
"2018-04-10",53,105,2,24
"2018-04-11",76,130,2,27
"2018-04-12",67,152,1,25
"2018-04-13",47,140,2,24
"2018-04-14",49,131,0,21
"2018-04-15",46,129,1,23
"2018-04-16",49,123,2,21
"2018-04-17",54,107,1,23
"2018-04-18",56,99,1,25
"2018-04-19",62,91,1,25
"2018-04-20",46,155,0,29
"2018-04-21",53,143,4,23
"2018-04-22",52,149,0,24
"2018-04-23",64,121,2,18
"2018-04-24",55,130,4,22
"2018-04-25",67,128,3,26
"2018-04-26",63,102,2,26
"2018-04-27",69,129,2,19
"2018-04-28",52,119,0,25
"2018-04-29",55,156,1,28
"2018-04-30",64,142,1,22
"2018-05-01",75,193,1,27
"2018-05-02",73,150,3,28
"2018-05-03",68,147,2,18
"2018-05-04",73,172,1,26
"2018-05-05",62,211,0,28
"2018-05-06",60,186,4,24
"2018-05-07",66,150,2,28
"2018-05-08",65,152,4,31
"2018-05-09",63,157,0,27
"2018-05-10",61,139,1,23
"2018-05-11",54,133,4,18
"2018-05-12",51,130,2,18
"2018-05-13",49,161,2,27
"2018-05-14",74,123,3,23
"2018-05-15",69,136,1,28
"2018-05-16",67,170,1,18
"2018-05-17",75,139,3,30
"2018-05-18",61,138,3,28
"2018-05-19",47,166,1,27
"2018-05-20",61,169,1,19
"2018-05-21",58,116,0,29
"2018-05-22",85,140,1,25
"2018-05-23",75,141,1,25
"2018-05-24",64,150,0,33
"2018-05-25",71,165,3,21
"2018-05-26",72,214,3,33
"2018-05-27",56,247,1,26
"2018-05-28",71,194,2,34
"2018-05-29",63,194,0,30
"2018-05-30",71,138,2,27
"2018-05-31",77,159,2,23
"2018-06-01",72,166,1,38
"2018-06-02",68,178,0,30
"2018-06-03",64,198,2,35
"2018-06-04",76,149,1,25
"2018-06-05",66,133,2,33
"2018-06-06",77,140,1,24
"2018-06-07",63,155,1,29
"2018-06-08",64,129,5,26
"2018-06-09",49,153,4,34
"2018-06-10",34,165,4,28
"2018-06-11",49,131,0,22
"2018-06-12",70,139,2,28
"2018-06-13",66,155,0,17
"2018-06-14",54,124,2,21
"2018-06-15",60,153,4,35
"2018-06-16",59,175,3,28
"2018-06-17",86,226,5,27
"2018-06-18",59,185,3,26
"2018-06-19",69,153,3,19
"2018-06-20",59,160,0,29
"2018-06-21",52,99,1,14
"2018-06-22",57,113,0,25
"2018-06-23",58,158,1,26
"2018-06-24",76,200,2,32
"2018-06-25",58,165,2,36
"2018-06-26",59,120,4,31
"2018-06-27",70,131,1,33
"2018-06-28",67,146,1,34
"2018-06-29",63,148,0,35
"2018-06-30",56,194,2,37
"2018-07-01",74,193,1,22
"2018-07-02",71,169,0,23
"2018-07-03",56,134,2,24
"2018-07-04",66,226,0,27
"2018-07-05",67,158,1,24
"2018-07-06",69,130,2,39
"2018-07-07",64,178,1,37
"2018-07-08",69,220,4,37
"2018-07-09",64,133,1,40
"2018-07-10",55,138,2,29
"2018-07-11",56,140,4,26
"2018-07-12",77,123,5,31
"2018-07-13",62,154,1,28
"2018-07-14",64,187,2,28
"2018-07-15",61,188,4,30
"2018-07-16",58,152,0,23
"2018-07-17",56,139,2,22
"2018-07-18",71,169,2,27
"2018-07-19",61,140,2,32
"2018-07-20",65,136,2,27
"2018-07-21",57,186,4,25
"2018-07-22",60,173,3,43
"2018-07-23",64,158,2,27
"2018-07-24",72,143,0,17
"2018-07-25",57,152,2,19
"2018-07-26",53,133,2,34
"2018-07-27",62,118,3,25
"2018-07-28",48,165,3,22
"2018-07-29",68,181,3,34
"2018-07-30",48,122,1,34
"2018-07-31",69,146,2,20
"2018-08-01",68,156,1,37
"2018-08-02",50,150,0,34
"2018-08-03",52,157,2,31
"2018-08-04",63,201,3,27
"2018-08-05",77,199,8,25
"2018-08-06",52,130,3,27
"2018-08-07",46,122,2,18
"2018-08-08",63,125,4,28
"2018-08-09",50,147,3,21
"2018-08-10",66,137,2,37
"2018-08-11",66,178,0,39
"2018-08-12",67,196,0,39
"2018-08-13",59,150,1,28
"2018-08-14",67,142,1,31
"2018-08-15",57,124,1,26
"2018-08-16",72,139,2,28
"2018-08-17",55,138,1,32
"2018-08-18",56,193,2,41
"2018-08-19",52,188,4,34
"2018-08-20",55,117,2,32
"2018-08-21",66,113,0,17
"2018-08-22",51,138,1,35
"2018-08-23",61,123,2,24
"2018-08-24",54,134,4,27
"2018-08-25",54,168,1,28
"2018-08-26",62,207,0,35
"2018-08-27",56,144,2,37
"2018-08-28",63,138,0,31
"2018-08-29",64,104,1,35
"2018-08-30",58,126,3,26
"2018-08-31",67,130,2,32
"2018-09-01",71,174,4,18
"2018-09-02",59,180,3,34
"2018-09-03",60,159,1,31
"2018-09-04",62,146,3,29
"2018-09-05",60,135,1,20
"2018-09-06",63,122,1,25
"2018-09-07",52,98,2,22
"2018-09-08",56,160,1,23
"2018-09-09",58,137,2,30
"2018-09-10",55,113,2,26
"2018-09-11",66,120,0,22
"2018-09-12",61,117,2,22
"2018-09-13",54,120,1,17
"2018-09-14",65,174,4,25
"2018-09-15",53,166,1,25
"2018-09-16",83,190,1,24
"2018-09-17",59,131,1,29
"2018-09-18",59,139,3,23
"2018-09-19",60,147,1,30
"2018-09-20",69,169,1,24
"2018-09-21",69,156,0,22
"2018-09-22",65,190,3,32
"2018-09-23",63,163,2,18
"2018-09-24",62,145,4,32
"2018-09-25",54,145,3,22
"2018-09-26",62,141,3,24
"2018-09-27",62,95,0,20
"2018-09-28",49,138,1,33
"2018-09-29",45,144,0,36
"2018-09-30",58,137,4,30
"2018-10-01",64,160,7,32
"2018-10-02",53,117,2,38
"2018-10-03",61,129,2,27
"2018-10-04",67,128,2,22
"2018-10-05",57,125,2,18
"2018-10-06",56,162,2,30
"2018-10-07",66,167,1,20
"2018-10-08",55,152,3,34
"2018-10-09",58,148,3,32
"2018-10-10",67,125,2,22
"2018-10-11",46,100,5,27
"2018-10-12",47,121,0,15
"2018-10-13",48,135,2,29
"2018-10-14",41,169,0,30
"2018-10-15",62,120,2,28
"2018-10-16",54,124,0,24
"2018-10-17",39,113,2,25
"2018-10-18",50,115,0,26
"2018-10-19",58,143,2,19
"2018-10-20",48,163,4,30
"2018-10-21",42,136,4,23
"2018-10-22",60,128,2,25
"2018-10-23",50,159,1,19
"2018-10-24",62,148,0,26
"2018-10-25",72,142,2,25
"2018-10-26",53,145,1,32
"2018-10-27",60,158,1,40
"2018-10-28",46,169,2,29
"2018-10-29",49,120,1,22
"2018-10-30",65,131,1,28
"2018-10-31",61,150,1,40
"2018-11-01",65,147,1,32
"2018-11-02",38,124,6,40
"2018-11-03",63,169,2,34
"2018-11-04",44,155,0,33
"2018-11-05",63,129,0,16
"2018-11-06",69,114,0,35
"2018-11-07",56,116,0,25
"2018-11-08",61,116,1,20
"2018-11-09",49,112,1,26
"2018-11-10",53,115,2,31
"2018-11-11",50,140,2,28
"2018-11-12",53,110,2,27
"2018-11-13",47,87,3,25
"2018-11-14",42,101,2,34
"2018-11-15",42,83,4,28
"2018-11-16",49,122,0,24
"2018-11-17",43,116,0,27
"2018-11-18",38,149,2,25
"2018-11-19",47,123,5,18
"2018-11-20",57,104,2,26
"2018-11-21",44,115,2,25
"2018-11-22",47,129,1,15
"2018-11-23",56,134,1,19
"2018-11-24",37,122,0,26
"2018-11-25",46,134,1,30
"2018-11-26",43,108,1,22
"2018-11-27",59,99,1,22
"2018-11-28",47,124,3,27
"2018-11-29",62,120,0,22
"2018-11-30",73,121,2,25
"2018-12-01",64,120,2,24
"2018-12-02",47,155,4,33
"2018-12-03",57,115,7,30
"2018-12-04",50,115,2,30
"2018-12-05",52,117,1,18
"2018-12-06",54,118,1,21
"2018-12-07",48,131,2,18
"2018-12-08",45,143,0,21
"2018-12-09",52,161,2,30
"2018-12-10",51,104,1,28
"2018-12-11",48,115,0,26
"2018-12-12",55,119,1,23
"2018-12-13",66,106,0,21
"2018-12-14",53,149,0,24
"2018-12-15",61,139,2,32
"2018-12-16",57,152,0,29
"2018-12-17",43,99,0,30
"2018-12-18",51,108,3,22
"2018-12-19",66,112,5,27
"2018-12-20",54,126,0,22
"2018-12-21",51,138,1,32
"2018-12-22",38,159,1,34
"2018-12-23",46,138,1,29
"2018-12-24",51,107,3,25
"2018-12-25",54,125,1,15
"2018-12-26",48,90,1,29
"2018-12-27",43,92,0,27
"2018-12-28",46,119,0,38
"2018-12-29",50,142,0,30
"2018-12-30",47,139,1,38
"2018-12-31",42,106,2,40
"2019-01-01",63,217,0,26
"2019-01-02",43,105,0,23
